Dropoff Community Area,Ride Date,Total Number of Rides,Average Ride Length
23,06/20/2015,114,3.5092105263157904
23,10/07/2015,66,3.4936363636363628
23,10/07/2016,84,14.110714285714296
23,06/20/2017,28,4.136071428571428
23,03/01/2013,50,4.2459999999999996
23,10/07/2013,30,3.086666666666666
23,10/07/2014,66,4.154696969696969
23,03/01/2014,114,2.7919298245614033
23,07/16/2016,89,7.3238202247191015
23,03/15/2013,40,3.5974999999999993
23,07/16/2015,53,3.715660377358491
23,07/16/2017,42,4.357142857142857
23,07/16/2014,70,3.6052857142857158
23,07/16/2013,22,3.6568181818181813
23,04/07/2016,67,4.329850746268656
23,04/07/2017,43,3.715348837209302
23,03/08/2016,62,4.238225806451612
23,03/08/2017,41,5.3253658536585355
23,03/08/2014,97,2.8456701030927833
23,03/08/2015,137,3.362846715328468
23,03/08/2013,36,7.825000000000003
23,12/17/2015,77,4.0384415584415585
23,12/17/2014,83,3.483855421686748
23,12/17/2016,62,3.701129032258066
23,06/24/2017,35,4.192285714285714
23,12/17/2013,56,3.5191071428571434
23,04/07/2014,72,3.9819444444444443
23,06/27/2015,119,3.463445378151261
23,06/24/2014,58,3.241379310344827
23,04/07/2015,66,3.9030303030303033
23,06/27/2014,97,3.9212371134020603
23,06/24/2013,24,3.3754166666666667
23,06/24/2016,80,4.297625
23,06/27/2013,34,3.5182352941176473
23,06/24/2015,62,3.8766129032258068
23,04/07/2013,59,3.1764406779661005
23,06/27/2017,18,3.9705555555555563
23,06/27/2016,53,4.843396226415095
23,03/11/2013,41,10.470731707317077
23,03/11/2017,72,3.8955555555555557
23,03/11/2016,77,4.26038961038961
23,03/11/2015,73,4.154383561643834
23,03/11/2014,74,4.154459459459459
23,02/26/2016,71,4.333239436619718
23,02/26/2015,91,3.474835164835167
23,02/26/2017,57,3.415964912280701
23,01/14/2013,34,6.3999999999999995
23,01/14/2014,66,3.228484848484848
23,08/01/2016,53,4.041509433962263
23,08/01/2015,103,3.0407766990291263
23,08/01/2014,88,3.381704545454545
23,11/25/2013,64,2.6415625
23,11/25/2015,69,3.576231884057971
23,11/25/2014,87,4.0519540229885065
23,08/01/2013,34,5.6932352941176445
23,03/18/2014,70,3.228285714285715
23,03/18/2013,40,27.032999999999998
23,03/18/2016,74,4.547567567567566
23,03/18/2015,68,3.1807352941176474
23,09/13/2016,20,3.5450000000000004
23,09/13/2015,118,5.533050847457627
23,09/13/2014,332,3.5592469879518034
23,09/13/2013,194,2.5283505154639188
23,10/13/2013,96,2.6972916666666666
23,10/13/2014,70,3.556142857142857
23,10/13/2015,64,4.519375000000001
23,10/13/2016,46,4.516304347826086
23,01/04/2016,52,4.353846153846154
23,01/04/2017,34,5.058529411764703
23,03/18/2017,60,3.539666666666668
23,11/25/2016,33,5.158484848484848
23,01/14/2015,71,3.775352112676056
23,01/14/2016,57,4.377894736842105
23,01/14/2017,38,4.505263157894737
23,02/26/2014,70,3.6752857142857147
23,08/21/2016,58,3.2775862068965522
23,02/26/2013,33,5.681818181818182
23,08/21/2015,73,3.69931506849315
23,08/08/2013,36,2.42
23,08/21/2014,58,4.58448275862069
23,08/08/2014,82,3.7342682926829274
23,08/08/2015,121,3.3702479338842957
23,08/21/2013,25,2.1487999999999996
23,08/08/2016,49,4.01
23,07/30/2015,61,3.8488524590163933
23,07/30/2016,78,3.5143589743589736
23,07/30/2017,38,4.326052631578946
23,07/30/2013,33,3.6206060606060606
23,07/30/2014,70,3.544857142857142
23,06/18/2016,83,3.1904819277108434
23,05/07/2017,54,4.269074074074075
23,06/18/2017,31,3.6522580645161296
23,05/07/2015,72,3.772222222222221
23,06/18/2014,70,3.089285714285713
23,06/18/2015,77,3.8155844155844134
23,05/07/2016,93,3.919677419354839
23,05/07/2013,23,5.017391304347826
23,05/07/2014,62,12.544354838709676
23,05/24/2013,43,3.48139534883721
23,05/24/2014,137,3.0057664233576653
23,05/24/2015,116,3.2901724137931043
23,05/24/2016,46,3.9810869565217377
23,05/24/2017,29,5.418965517241379
23,07/13/2014,110,3.700181818181818
23,07/13/2015,51,2.6274509803921573
23,07/13/2013,61,2.5495081967213125
23,01/04/2014,92,2.513695652173912
23,01/04/2015,81,3.85925925925926
23,03/26/2013,28,5.139285714285713
23,01/04/2013,41,12.729268292682926
23,07/13/2016,46,6.095652173913043
23,07/13/2017,19,5.358947368421053
23,12/04/2013,48,3.467708333333332
23,12/04/2014,68,3.939852941176471
23,12/04/2015,76,4.139473684210528
23,03/26/2015,80,4.0329999999999995
23,02/15/2017,33,3.8696969696969696
23,03/26/2014,61,3.1152459016393443
23,02/15/2015,139,3.129640287769787
23,03/26/2017,60,3.4576666666666656
23,03/26/2016,110,3.1692727272727272
23,02/15/2016,64,3.657812500000001
23,04/29/2016,53,3.8388679245283015
23,04/29/2017,57,2.9433333333333334
23,06/18/2013,26,5.641153846153846
23,04/13/2014,121,3.549669421487603
23,04/13/2013,71,8.3
23,04/13/2016,49,16.18591836734694
23,04/13/2015,65,4.977384615384616
23,04/13/2017,37,4.690810810810811
23,06/02/2016,64,14.606406250000003
23,04/29/2013,19,12.552631578947366
23,06/02/2015,54,3.4409259259259266
23,06/02/2014,75,13.064133333333336
23,04/29/2014,73,4.302739726027397
23,04/29/2015,68,3.646617647058825
23,06/02/2013,51,3.0274509803921568
23,02/15/2013,57,3.436842105263157
23,02/15/2014,121,3.302727272727274
23,12/04/2016,48,3.12625
23,08/16/2013,54,3.8205555555555555
23,08/16/2015,111,3.03918918918919
23,08/16/2014,115,3.098260869565217
23,08/16/2016,33,4.093939393939395
23,06/02/2017,37,4.746756756756757
23,07/22/2013,27,6.607407407407408
23,07/22/2017,42,3.9140476190476186
23,07/22/2016,47,4.42936170212766
23,07/22/2015,58,3.62206896551724
23,07/22/2014,59,4.672033898305084
23,01/28/2013,34,3.713235294117648
23,01/28/2016,63,3.564603174603174
23,01/28/2017,39,3.650256410256411
23,01/28/2014,58,3.3362068965517238
23,01/28/2015,50,3.468599999999999
23,03/10/2015,82,3.843902439024389
23,03/10/2016,72,4.33388888888889
23,03/10/2013,43,6.79767441860465
23,03/10/2014,60,3.7785
23,11/09/2014,117,2.808803418803418
23,11/09/2015,61,4.422622950819673
23,11/09/2016,40,3.719
23,11/09/2013,79,3.2579746835443038
23,03/10/2017,48,5.100416666666667
23,09/27/2014,101,3.343663366336634
23,09/27/2013,58,3.7586206896551726
23,09/27/2016,29,4.641379310344829
23,09/27/2015,101,3.478019801980199
23,02/23/2016,61,4.217213114754097
23,02/23/2017,46,4.527608695652173
23,02/23/2014,118,2.752033898305084
23,02/23/2015,124,3.9987096774193547
23,02/23/2013,63,7.169841269841272
23,09/11/2016,35,2.554285714285714
23,09/11/2013,27,3.1099999999999994
23,09/11/2015,65,4.451384615384615
23,09/11/2014,68,3.84220588235294
23,04/21/2013,45,9.199999999999998
23,09/26/2013,38,3.7910526315789475
23,09/26/2014,68,3.7541176470588233
23,04/21/2015,68,3.7714705882352937
23,09/26/2015,106,3.119528301886793
23,04/21/2014,51,3.468627450980392
23,04/21/2017,40,4.5482499999999995
23,09/26/2016,40,3.7497499999999997
23,04/21/2016,52,4.069807692307693
23,07/28/2017,25,5.251199999999999
23,07/28/2016,53,6.066415094339623
23,07/28/2013,47,2.3931914893617026
23,07/28/2015,68,4.152205882352941
23,07/28/2014,74,3.9391891891891877
23,11/18/2016,54,4.596481481481481
23,11/18/2013,52,2.9124999999999996
23,11/18/2015,52,5.213461538461538
23,11/18/2014,67,3.6447761194029855
23,12/03/2016,58,3.480862068965517
23,12/03/2015,78,3.2923076923076917
23,12/13/2013,69,3.4200000000000013
23,09/19/2016,51,4.061372549019608
23,04/14/2016,68,14.194558823529416
23,04/14/2017,48,5.343541666666666
23,04/14/2014,72,3.3972222222222204
23,09/19/2013,26,3.392692307692308
23,04/14/2015,77,3.617662337662338
23,09/19/2014,85,3.81694117647059
23,04/14/2013,45,4.224444444444444
23,09/19/2015,103,3.3165048543689313
23,03/20/2016,90,3.4831111111111106
23,03/20/2017,36,4.136666666666667
23,12/13/2015,104,3.535865384615386
23,12/13/2014,149,3.68234899328859
23,03/20/2013,34,4.382352941176471
23,03/20/2014,80,3.6358749999999995
23,12/13/2016,41,4.626829268292683
23,03/20/2015,83,4.182048192771085
23,10/22/2016,64,3.90875
23,10/22/2014,63,3.8246031746031757
23,10/22/2015,76,3.5848684210526307
23,09/09/2015,45,4.70888888888889
23,09/09/2016,50,4.072
23,09/09/2013,36,3.4650000000000007
23,09/09/2014,52,3.367884615384615
23,04/19/2015,101,3.1653465346534646
23,04/19/2016,52,4.3307692307692305
23,04/19/2013,47,6.031914893617023
23,04/19/2014,113,2.923982300884956
23,04/19/2017,44,5.149545454545454
23,10/22/2013,45,2.5473333333333326
23,11/08/2016,39,3.143076923076923
23,11/08/2015,108,3.3374074074074067
23,11/08/2014,110,3.3755454545454553
23,11/08/2013,73,3.575068493150684
23,02/25/2013,45,2.8977777777777787
23,04/04/2017,37,4.744054054054054
23,11/26/2015,69,3.5823188405797097
23,04/04/2016,58,4.498275862068966
23,04/04/2015,107,3.772897196261683
23,11/26/2016,39,3.46051282051282
23,05/01/2017,41,6.006585365853659
23,04/04/2014,110,3.4209999999999985
23,11/26/2013,44,4.1890909090909085
23,11/26/2014,57,3.649122807017543
23,04/04/2013,31,6.1645161290322585
23,05/31/2013,40,7.918000000000001
23,05/31/2014,105,3.179999999999999
23,05/01/2014,79,3.1827848101265825
23,05/01/2013,31,4.751612903225807
23,05/31/2015,102,3.321372549019608
23,05/01/2016,81,2.8845679012345675
23,03/19/2013,35,3.8571428571428563
23,05/31/2016,44,4.59568181818182
23,05/31/2017,22,4.169090909090909
23,05/01/2015,111,4.495855855855857
23,03/19/2015,92,3.671521739130436
23,03/19/2014,64,2.64828125
23,03/19/2017,67,3.853731343283582
23,03/19/2016,77,3.341168831168831
23,12/11/2013,60,4.995000000000003
23,12/11/2014,71,3.9970422535211254
23,12/11/2015,106,3.279056603773584
23,12/11/2016,62,3.271451612903226
23,02/25/2014,65,3.5666153846153836
23,02/25/2015,107,3.549252336448597
23,02/25/2016,64,4.888437499999998
23,02/25/2017,50,3.9274
23,07/05/2013,51,5.13705882352941
23,07/05/2014,110,3.5605454545454562
23,07/05/2017,20,3.8860000000000006
23,07/05/2015,123,3.3791056910569104
23,07/05/2016,49,5.329591836734695
23,03/09/2014,109,3.361009174311926
23,06/28/2013,46,2.7030434782608683
23,03/09/2013,93,3.395376344086021
23,06/28/2014,101,3.4227722772277227
23,06/28/2015,135,3.9482222222222236
23,12/21/2015,66,3.042121212121211
23,06/28/2016,44,5.035909090909089
23,12/21/2016,41,4.098536585365854
23,12/21/2013,117,2.944786324786326
23,06/28/2017,29,6.166896551724137
23,03/09/2017,44,5.259545454545455
23,12/21/2014,131,3.3338167938931305
23,03/09/2016,56,3.886071428571428
23,03/09/2015,92,3.8814130434782594
23,12/03/2014,82,3.7414634146341457
23,12/03/2013,53,3.142075471698113
23,01/05/2017,38,4.877105263157895
23,01/05/2016,55,3.396363636363636
23,01/05/2015,82,4.201219512195124
23,01/05/2014,88,3.481136363636364
23,01/05/2013,38,4.060526315789474
23,09/04/2016,68,3.1758823529411764
23,12/31/2014,112,3.6497321428571428
23,09/04/2014,62,4.009032258064515
23,09/04/2015,86,4.248837209302325
23,12/31/2015,96,3.6362499999999986
23,12/31/2016,62,3.562258064516129
23,09/04/2013,31,2.6864516129032263
23,12/31/2013,91,3.6459340659340658
23,11/16/2013,71,2.338028169014084
23,11/16/2016,33,3.381212121212121
23,11/16/2015,60,3.5426666666666677
23,11/16/2014,99,3.4939393939393937
23,08/09/2015,113,3.3575221238938044
23,08/09/2014,119,3.2924369747899163
23,08/09/2016,42,3.6642857142857146
23,08/26/2016,60,4.906999999999999
23,08/26/2015,62,3.8840322580645155
23,08/26/2014,65,4.062769230769231
23,08/26/2013,44,3.7747727272727287
23,11/03/2015,58,5.0620689655172395
23,11/03/2014,59,4.806440677966103
23,03/16/2017,49,4.631836734693877
23,03/16/2016,66,3.9377272727272725
23,11/03/2013,75,3.3335999999999992
23,03/16/2015,82,3.7097560975609762
23,11/20/2016,63,3.5588888888888888
23,11/20/2015,96,4.266666666666667
23,08/09/2013,33,2.7478787878787885
23,11/20/2014,68,3.814264705882353
23,11/20/2013,40,3.042749999999999
23,09/21/2014,90,3.933
23,09/21/2013,76,3.1468421052631586
23,10/08/2013,32,5.1284374999999995
23,09/21/2016,47,4.334042553191488
23,09/21/2015,53,4.7735849056603765
23,04/11/2017,36,3.6172222222222223
23,04/11/2016,58,3.8293103448275874
23,10/08/2016,51,3.8545098039215695
23,04/11/2015,128,3.3767968750000006
23,10/08/2014,68,3.23764705882353
23,04/11/2014,77,3.59935064935065
23,10/08/2015,66,4.130303030303032
23,04/11/2013,22,3.2045454545454546
23,12/26/2014,43,4.7481395348837205
23,12/26/2015,47,4.782340425531916
23,07/20/2016,37,3.7594594594594586
23,12/26/2013,47,3.434042553191489
23,07/20/2017,19,4.571578947368421
23,07/20/2014,112,3.101875000000003
23,07/20/2015,61,5.77311475409836
23,07/20/2013,52,2.914423076923076
23,02/05/2015,116,3.2979310344827586
23,02/05/2014,45,3.006
23,02/05/2013,29,7.296551724137931
23,02/05/2017,68,3.6655882352941176
23,02/05/2016,61,4.175737704918032
23,10/25/2013,53,3.193018867924528
23,10/25/2014,116,3.180431034482759
23,10/25/2015,87,3.457931034482758
23,12/26/2016,27,4.2296296296296285
23,10/25/2016,29,3.93448275862069
23,08/10/2016,43,3.4069767441860463
23,08/10/2013,63,2.7230158730158727
23,08/10/2014,130,4.094076923076923
23,08/10/2015,56,4.25892857142857
23,05/14/2013,25,3.4560000000000004
23,05/14/2014,65,3.8233846153846156
23,06/25/2013,41,5.467560975609755
23,06/25/2016,89,5.359550561797754
23,05/14/2017,37,2.7927027027027025
23,06/25/2017,43,4.578372093023256
23,05/14/2015,88,3.472727272727272
23,06/25/2014,82,3.6290243902439028
23,05/14/2016,93,3.959139784946236
23,06/25/2015,61,3.070819672131148
23,12/06/2013,69,3.4143478260869564
23,12/06/2016,31,4.983870967741933
23,12/06/2014,126,3.648809523809524
23,12/06/2015,110,3.4039090909090914
23,01/02/2014,60,3.3696666666666664
23,01/02/2015,67,4.09134328358209
23,01/02/2016,103,3.7597087378640786
23,01/02/2017,33,4.034242424242424
23,11/23/2013,100,3.3144000000000005
23,07/18/2017,26,3.09423076923077
23,03/16/2014,135,3.1462222222222223
23,07/18/2015,88,3.5755681818181824
23,07/18/2016,32,4.103124999999999
23,03/16/2013,67,3.131343283582089
23,07/18/2013,30,3.7266666666666666
23,11/03/2016,81,4.51641975308642
23,01/02/2013,19,11.605263157894738
23,07/18/2014,88,4.084204545454546
23,09/01/2016,51,4.673529411764707
23,09/01/2015,64,3.7156250000000006
23,09/01/2014,93,3.168817204301075
23,09/01/2013,65,3.416461538461537
23,12/29/2016,46,3.7989130434782608
23,12/29/2015,68,3.856911764705883
23,12/29/2014,61,3.963934426229508
23,12/29/2013,103,2.8632038834951454
23,03/13/2016,107,3.1745794392523363
23,03/13/2017,42,3.9402380952380947
23,03/13/2013,31,5.848709677419356
23,03/13/2014,70,3.24042857142857
23,08/23/2013,45,3.0135555555555547
23,03/13/2015,100,3.4378999999999986
23,08/23/2015,118,3.402118644067796
23,11/23/2016,36,5.8277777777777775
23,08/23/2014,133,3.3025563909774434
23,11/23/2015,64,3.9656250000000006
23,11/23/2014,114,3.5647368421052614
23,08/23/2016,27,4.04074074074074
23,10/05/2015,72,3.8666666666666654
23,10/05/2016,34,4.063529411764705
23,10/05/2013,75,3.506400000000001
23,10/05/2014,120,2.96025
23,01/12/2017,30,4.398
23,01/12/2016,64,4.411093749999998
23,01/12/2015,60,4.370000000000001
23,01/12/2014,116,3.1306034482758625
23,01/12/2013,33,4.933333333333332
23,02/28/2015,131,3.563664122137404
23,08/06/2014,64,3.72015625
23,02/28/2016,94,3.360212765957449
23,08/06/2013,27,2.0240740740740746
23,02/28/2013,43,4.488372093023256
23,02/28/2014,86,5.721511627906979
23,08/06/2016,63,3.407777777777777
23,08/06/2015,65,3.8769230769230756
23,01/22/2017,50,3.6536
23,01/22/2016,71,3.736338028169012
23,01/22/2013,38,12.763157894736842
23,01/22/2015,60,4.1235
23,01/22/2014,42,3.49095238095238
23,08/13/2015,78,3.456410256410256
23,02/18/2013,54,4.462962962962963
23,10/28/2016,60,4.662333333333334
23,08/13/2016,72,3.266527777777778
23,02/18/2014,67,4.460298507462687
23,10/28/2015,81,4.065679012345677
23,10/28/2014,56,3.9648214285714287
23,02/18/2015,93,5.269892473118279
23,10/28/2013,37,3.1178378378378384
23,02/18/2016,74,4.5472972972972965
23,02/18/2017,48,3.8364583333333333
23,08/13/2013,28,3.4096428571428565
23,08/13/2014,69,3.44159420289855
23,03/23/2014,141,3.2910638297872334
23,03/23/2013,66,3.4166666666666656
23,03/23/2017,38,3.7173684210526314
23,03/23/2016,69,4.0089855072463765
23,03/23/2015,71,3.872394366197183
23,11/30/2013,71,3.498450704225351
23,10/15/2013,23,4.329565217391304
23,08/03/2013,60,3.9881666666666677
23,08/03/2014,136,3.4702205882352923
23,08/03/2015,61,4.148524590163933
23,10/15/2016,64,4.33546875
23,06/12/2017,32,4.487499999999998
23,06/12/2016,86,3.5116279069767433
23,11/30/2016,25,5.224
23,10/15/2014,74,3.860810810810811
23,11/30/2015,61,3.9318032786885233
23,10/15/2015,54,4.0740740740740735
23,11/30/2014,91,3.89076923076923
23,06/12/2013,36,4.861111111111111
23,02/08/2013,34,4.961764705882352
23,02/08/2014,108,2.9128703703703707
23,06/12/2015,93,4.103010752688173
23,06/12/2014,81,3.660987654320987
23,08/03/2016,44,4.784772727272728
23,02/08/2017,40,3.7939999999999996
23,02/08/2015,136,3.3900735294117657
23,02/08/2016,59,4.613728813559321
23,05/27/2017,37,3.5037837837837826
23,05/27/2016,66,4.801515151515153
23,05/27/2015,75,3.7746666666666653
23,05/27/2014,69,3.932173913043479
23,05/27/2013,32,7.565625000000002
23,12/19/2016,39,4.833846153846155
23,12/19/2014,102,3.7221568627450954
23,12/19/2015,105,3.6138095238095227
23,12/19/2013,58,3.7137931034482756
23,05/17/2015,145,4.208068965517242
23,05/17/2014,127,3.7321259842519674
23,05/17/2017,41,3.5285365853658526
23,11/10/2016,46,4.946086956521739
23,05/17/2016,65,9.940923076923074
23,11/10/2014,70,3.934428571428571
23,06/22/2014,110,3.920454545454548
23,06/22/2013,64,3.0106250000000006
23,11/10/2015,47,4.032340425531914
23,11/10/2013,76,2.701052631578947
23,06/22/2017,27,4.703703703703703
23,06/22/2016,55,4.615818181818182
23,06/22/2015,68,3.912941176470589
23,12/09/2013,61,3.6939344262295073
23,12/09/2014,86,3.6909302325581383
23,12/09/2015,77,3.108831168831168
23,12/09/2016,55,4.486545454545454
23,03/03/2017,40,4.308999999999999
23,03/03/2015,87,3.566666666666666
23,03/03/2016,66,3.5327272727272727
23,03/03/2013,49,6.775510204081633
23,05/17/2013,54,4.605925925925926
23,03/03/2014,90,3.6195555555555567
23,02/20/2017,37,3.2529729729729717
23,02/20/2013,32,4.193750000000001
23,02/20/2014,72,4.0422222222222235
23,02/20/2015,124,3.8909677419354827
23,02/20/2016,99,3.630303030303031
23,11/22/2015,109,3.543119266055047
23,04/08/2016,67,3.680597014925372
23,04/08/2015,76,4.37763157894737
23,11/22/2016,33,3.440606060606061
23,04/08/2014,62,3.9585483870967733
23,11/22/2013,49,3.541632653061225
23,11/22/2014,112,3.6723214285714296
23,04/08/2013,32,7.475000000000001
23,12/16/2013,75,3.947200000000001
23,12/16/2014,88,3.319431818181817
23,12/16/2015,77,4.493506493506494
23,12/16/2016,55,4.400181818181819
23,06/14/2016,43,3.1372093023255814
23,06/14/2017,24,5.2975
23,06/14/2014,131,3.144045801526718
23,06/14/2015,137,3.6420437956204372
23,06/14/2013,33,6.492424242424243
23,07/08/2013,42,4.2057142857142855
23,07/17/2013,28,2.5764285714285706
23,07/17/2015,56,3.535714285714285
23,07/17/2014,83,3.2622891566265064
23,07/17/2017,35,4.362571428571428
23,07/17/2016,71,3.807323943661972
23,04/01/2013,40,5.7475000000000005
23,04/01/2015,77,3.816103896103896
23,04/01/2014,68,3.649117647058824
23,04/01/2017,43,3.6548837209302323
23,04/01/2016,78,3.2423076923076923
23,07/01/2013,45,2.9039999999999995
23,07/01/2014,73,4.007260273972602
23,07/01/2017,38,3.5642105263157893
23,07/01/2015,80,3.4609999999999994
23,07/01/2016,50,5.483599999999999
23,03/14/2014,103,3.8585436893203897
23,03/14/2013,30,6.869999999999998
23,03/14/2016,69,3.7536231884057956
23,03/14/2015,161,3.312422360248448
23,03/14/2017,37,5.94081081081081
23,04/17/2013,41,4.7492682926829275
23,04/17/2014,73,3.6013698630136983
23,11/13/2016,54,3.860740740740741
23,11/13/2015,105,3.7701904761904736
23,01/01/2017,78,3.8770512820512817
23,12/07/2015,56,4.801607142857143
23,12/07/2016,36,4.4238888888888885
23,12/07/2013,104,3.0595192307692303
23,01/01/2013,79,6.8430379746835435
23,01/01/2014,148,2.8156081081081084
23,12/07/2014,125,3.0720800000000015
23,01/01/2015,164,3.4548780487804907
23,01/01/2016,188,3.2838297872340445
23,03/05/2013,45,11.293333333333335
23,03/05/2014,69,4.102463768115941
23,12/25/2016,34,3.2411764705882358
23,12/25/2015,38,3.91
23,03/05/2015,71,3.0532394366197186
23,03/05/2016,69,3.615942028985507
23,03/05/2017,57,3.606666666666667
23,08/04/2014,87,3.972988505747127
23,08/04/2013,74,3.124189189189188
23,08/04/2016,54,3.487222222222221
23,08/04/2015,67,4.326567164179105
23,07/08/2014,72,3.405555555555556
23,07/08/2015,78,3.9208974358974342
23,07/08/2016,67,3.266268656716418
23,07/08/2017,34,3.4702941176470588
23,04/17/2015,84,3.567023809523811
23,04/17/2016,82,3.255853658536585
23,04/17/2017,36,4.824444444444444
23,01/17/2017,37,4.716216216216217
23,01/17/2016,91,3.6999999999999997
23,11/29/2013,37,3.626216216216216
23,01/17/2015,95,3.4716842105263166
23,11/29/2014,65,3.757076923076923
23,11/29/2015,78,3.7561538461538473
23,01/17/2014,76,3.371052631578947
23,01/17/2013,26,9.02692307692308
23,11/29/2016,30,4.357666666666666
23,05/04/2016,50,4.315999999999999
23,10/26/2015,48,3.471874999999999
23,10/26/2014,106,3.1079245283018846
23,05/04/2017,28,4.132142857142857
23,10/26/2016,33,5.424242424242424
23,05/04/2013,67,6.502537313432835
23,05/04/2014,126,3.384761904761904
23,10/26/2013,70,2.861
23,05/04/2015,69,3.8176811594202875
23,01/08/2017,46,4.151304347826086
23,01/08/2016,73,3.923150684931506
23,01/08/2013,21,6.9761904761904745
23,01/08/2015,59,3.844067796610169
23,12/25/2014,60,3.669000000000001
23,12/25/2013,36,3.581944444444444
23,01/08/2014,73,3.5712328767123287
23,04/08/2017,51,4.381176470588235
23,11/13/2014,76,3.4849999999999985
23,11/13/2013,39,3.7546153846153856
23,11/04/2013,37,3.542702702702703
23,11/04/2014,53,5.236603773584905
23,11/04/2015,66,4.056212121212121
23,04/26/2017,26,5.828846153846154
23,11/04/2016,70,4.141571428571427
23,04/26/2015,124,3.4398387096774203
23,04/26/2016,59,10.494067796610171
23,04/26/2013,40,5.112499999999999
23,04/26/2014,124,2.904838709677419
23,01/10/2016,86,3.6084883720930243
23,01/10/2015,115,3.6593043478260867
23,01/10/2017,29,3.2296551724137936
23,01/10/2014,85,4.80705882352941
23,01/10/2013,32,5.4375
23,11/06/2016,48,3.3831249999999997
23,11/06/2015,78,4.185897435897435
23,11/06/2014,62,3.0483870967741944
23,11/06/2013,40,4.4910000000000005
23,05/18/2014,220,3.5722272727272752
23,05/18/2013,48,4.92125
23,10/19/2016,43,4.585116279069768
23,10/19/2014,133,3.944060150375941
23,10/19/2015,63,3.9453968253968252
23,10/19/2013,69,2.9486956521739125
23,10/12/2013,64,2.64375
23,10/12/2014,129,3.3088372093023266
23,05/18/2016,36,3.4805555555555556
23,05/18/2015,88,3.9684090909090908
23,05/18/2017,34,4.034999999999999
23,08/29/2016,42,4.462857142857143
23,08/29/2014,104,3.5714423076923083
23,08/29/2015,95,3.695789473684211
23,08/29/2013,43,3.0765116279069766
23,02/02/2017,35,3.5634285714285716
23,02/02/2014,100,3.426600000000001
23,02/02/2013,48,5.454166666666665
23,02/02/2016,56,3.889285714285714
23,02/02/2015,73,3.931232876712328
23,10/12/2015,50,3.610199999999998
23,10/12/2016,30,4.212666666666667
23,06/05/2017,33,3.9733333333333327
23,06/05/2016,72,4.182500000000001
23,03/30/2013,54,4.106666666666666
23,06/05/2013,30,7.599000000000001
23,03/30/2014,121,3.0175206611570236
23,06/05/2015,88,3.60125
23,06/05/2014,87,3.8433333333333333
23,03/30/2017,43,3.718604651162791
23,03/30/2015,75,4.216533333333331
23,03/30/2016,59,3.8945762711864402
23,01/15/2017,59,3.3733898305084753
23,01/15/2016,72,4.381388888888888
23,09/14/2013,251,2.8180079681274908
23,09/14/2014,334,3.185508982035929
23,02/27/2016,118,3.892542372881355
23,02/27/2017,43,3.991162790697675
23,09/14/2015,49,3.795918367346938
23,09/14/2016,19,4.368421052631579
23,02/27/2014,81,3.2059259259259254
23,02/27/2015,137,3.5318248175182476
23,02/27/2013,41,3.760975609756098
23,08/20/2013,29,2.027931034482759
23,08/20/2014,57,3.9192982456140353
23,08/20/2015,67,4.528358208955225
23,08/20/2016,70,3.692714285714285
23,07/10/2013,28,2.9396428571428577
23,07/10/2014,62,3.012741935483871
23,07/10/2015,78,3.733205128205127
23,07/10/2016,75,5.461733333333332
23,07/10/2017,28,5.197142857142857
23,01/15/2013,22,3.140909090909091
23,01/15/2015,86,3.1845348837209295
23,01/15/2014,57,3.0807017543859647
23,05/11/2013,62,3.3161290322580643
23,05/11/2014,113,3.592389380530974
23,05/11/2015,68,4.201029411764706
23,05/11/2016,64,4.5290625
23,05/11/2017,26,5.434999999999999
23,06/23/2016,44,4.054090909090909
23,06/23/2017,30,3.233666666666667
23,06/23/2013,56,2.549464285714285
23,06/23/2014,70,3.5962857142857145
23,06/23/2015,65,3.779230769230769
23,04/24/2015,98,3.506020408163265
23,04/24/2016,87,3.1218390804597695
23,04/24/2017,33,5.324545454545454
23,07/15/2013,48,2.5489583333333328
23,07/15/2014,62,3.533548387096775
23,07/15/2015,45,3.577777777777777
23,07/15/2016,73,10.28054794520548
23,04/24/2013,28,2.885714285714286
23,04/24/2014,80,3.313250000000001
23,07/15/2017,41,3.918536585365855
23,08/27/2014,73,3.508767123287671
23,08/27/2015,61,3.8040983606557375
23,08/27/2016,57,3.7568421052631575
23,08/02/2016,33,4.106060606060606
23,08/02/2015,102,3.683823529411766
23,08/27/2013,29,3.2600000000000002
23,08/02/2014,124,3.4059677419354837
23,08/02/2013,61,2.974262295081967
23,03/28/2015,113,3.2288495575221257
23,03/28/2014,109,3.8755963302752288
23,03/28/2013,26,3.1346153846153846
23,02/22/2014,110,3.038090909090911
23,02/22/2013,56,5.250000000000001
23,02/22/2016,68,4.50220588235294
23,02/22/2015,133,3.470150375939849
23,02/22/2017,31,4.579032258064516
23,04/06/2014,133,3.5032330827067697
23,04/06/2013,55,2.6581818181818173
23,04/06/2016,61,4.017868852459016
23,04/06/2015,52,3.5651923076923073
23,04/06/2017,41,4.8046341463414635
23,05/09/2017,27,3.808148148148147
23,11/15/2016,35,4.377142857142856
23,11/15/2015,97,3.2656701030927833
23,11/15/2014,115,3.302608695652175
23,11/15/2013,72,3.753611111111111
23,12/14/2015,57,3.5807017543859643
23,12/14/2016,54,4.969444444444445
23,12/14/2013,100,3.1873000000000014
23,12/14/2014,132,3.55469696969697
23,06/21/2016,46,6.01608695652174
23,06/21/2017,33,4.724242424242426
